From_Class,From_Label,To_Class,To_Label,Count
4,Savanna Formation,15,Pasture,117875353
4,Savanna Formation,0,No data,7703
4,Savanna Formation,21,Mosaic of Uses,141160160
4,Savanna Formation,3,Forest Formation,16183723
4,Savanna Formation,12,Grassland,10429826
4,Savanna Formation,33,River Lake and Ocean,3568136
4,Savanna Formation,29,Rocky Outcrop,63931
4,Savanna Formation,11,Wetland,1593444
4,Savanna Formation,25,Other non Vegetated Areas,3864022
4,Savanna Formation,9,Forest Plantation,5220533
4,Savanna Formation,41,Other Temporary Crops,12695896
4,Savanna Formation,24,Urban Area,183548
4,Savanna Formation,5,Mangrove,102
4,Savanna Formation,48,Other Perennial Crops,980718
4,Savanna Formation,46,Coffee,379414
4,Savanna Formation,23,Beach and Sand,7238
4,Savanna Formation,20,Sugar Cane,107914
4,Savanna Formation,32,Hypersaline Tidal Flat,252
4,Savanna Formation,30,Mining,30520
4,Savanna Formation,39,Soybean,2612559
4,Savanna Formation,31,Aquaculture,11
4,Savanna Formation,62,Cotton,20839
15,Pasture,4,Savanna Formation,80890391
15,Pasture,0,No data,10843
15,Pasture,21,Mosaic of Uses,189526691
15,Pasture,3,Forest Formation,6632837
15,Pasture,12,Grassland,3178212
15,Pasture,33,River Lake and Ocean,2538254
15,Pasture,29,Rocky Outcrop,35131
15,Pasture,11,Wetland,234429
15,Pasture,25,Other non Vegetated Areas,3243979
15,Pasture,9,Forest Plantation,6934836
15,Pasture,41,Other Temporary Crops,11287897
15,Pasture,24,Urban Area,1642235
15,Pasture,5,Mangrove,345
15,Pasture,48,Other Perennial Crops,1245245
15,Pasture,46,Coffee,611677
15,Pasture,23,Beach and Sand,115936
15,Pasture,49,Wooded Sandbank Vegetation,1022
15,Pasture,50,Herbaceous Sandbank Vegetation,3589
15,Pasture,20,Sugar Cane,209094
15,Pasture,32,Hypersaline Tidal Flat,270
15,Pasture,30,Mining,28813
15,Pasture,39,Soybean,569497
15,Pasture,31,Aquaculture,1902
15,Pasture,62,Cotton,6710
0,No data,4,Savanna Formation,9589
0,No data,15,Pasture,13518
0,No data,21,Mosaic of Uses,20249
0,No data,3,Forest Formation,29313
0,No data,12,Grassland,903
0,No data,33,River Lake and Ocean,590
0,No data,29,Rocky Outcrop,178
0,No data,11,Wetland,686
0,No data,25,Other non Vegetated Areas,44
0,No data,9,Forest Plantation,125
0,No data,41,Other Temporary Crops,5
0,No data,24,Urban Area,20
0,No data,5,Mangrove,71
0,No data,48,Other Perennial Crops,1
0,No data,46,Coffee,35
0,No data,23,Beach and Sand,58
0,No data,49,Wooded Sandbank Vegetation,3
0,No data,32,Hypersaline Tidal Flat,56
0,No data,30,Mining,7
21,Mosaic of Uses,4,Savanna Formation,81656076
21,Mosaic of Uses,15,Pasture,257327175
21,Mosaic of Uses,0,No data,24752
21,Mosaic of Uses,3,Forest Formation,28692694
21,Mosaic of Uses,12,Grassland,5854497
21,Mosaic of Uses,33,River Lake and Ocean,6232721
21,Mosaic of Uses,29,Rocky Outcrop,59024
21,Mosaic of Uses,11,Wetland,461454
21,Mosaic of Uses,25,Other non Vegetated Areas,5460914
21,Mosaic of Uses,9,Forest Plantation,4901201
21,Mosaic of Uses,41,Other Temporary Crops,14980165
21,Mosaic of Uses,24,Urban Area,817918
21,Mosaic of Uses,5,Mangrove,19067
21,Mosaic of Uses,48,Other Perennial Crops,581179
21,Mosaic of Uses,46,Coffee,454901
21,Mosaic of Uses,23,Beach and Sand,108157
21,Mosaic of Uses,49,Wooded Sandbank Vegetation,65955
21,Mosaic of Uses,50,Herbaceous Sandbank Vegetation,45147
21,Mosaic of Uses,20,Sugar Cane,274821
21,Mosaic of Uses,32,Hypersaline Tidal Flat,11062
21,Mosaic of Uses,30,Mining,22812
21,Mosaic of Uses,39,Soybean,3640943
21,Mosaic of Uses,31,Aquaculture,5028
21,Mosaic of Uses,62,Cotton,40540
3,Forest Formation,4,Savanna Formation,18029618
3,Forest Formation,15,Pasture,14290368
3,Forest Formation,0,No data,27759
3,Forest Formation,21,Mosaic of Uses,29614785
3,Forest Formation,12,Grassland,154593
3,Forest Formation,33,River Lake and Ocean,1140294
3,Forest Formation,29,Rocky Outcrop,22898
3,Forest Formation,11,Wetland,671551
3,Forest Formation,25,Other non Vegetated Areas,104200
3,Forest Formation,9,Forest Plantation,5439635
3,Forest Formation,41,Other Temporary Crops,150005
3,Forest Formation,24,Urban Area,21863
3,Forest Formation,5,Mangrove,82495
3,Forest Formation,48,Other Perennial Crops,137196
3,Forest Formation,46,Coffee,186675
3,Forest Formation,23,Beach and Sand,358
3,Forest Formation,49,Wooded Sandbank Vegetation,468
3,Forest Formation,50,Herbaceous Sandbank Vegetation,211
3,Forest Formation,20,Sugar Cane,1558
3,Forest Formation,32,Hypersaline Tidal Flat,5039
3,Forest Formation,30,Mining,7447
3,Forest Formation,39,Soybean,8942
3,Forest Formation,31,Aquaculture,618
3,Forest Formation,62,Cotton,36
12,Grassland,4,Savanna Formation,8651613
12,Grassland,15,Pasture,4109833
12,Grassland,0,No data,959
12,Grassland,21,Mosaic of Uses,9617229
12,Grassland,3,Forest Formation,98728
12,Grassland,33,River Lake and Ocean,203227
12,Grassland,29,Rocky Outcrop,14197
12,Grassland,11,Wetland,156013
12,Grassland,25,Other non Vegetated Areas,2163120
12,Grassland,9,Forest Plantation,264244
12,Grassland,41,Other Temporary Crops,5600777
12,Grassland,24,Urban Area,30308
12,Grassland,5,Mangrove,2
12,Grassland,48,Other Perennial Crops,33059
12,Grassland,46,Coffee,12781
12,Grassland,23,Beach and Sand,1540
12,Grassland,20,Sugar Cane,618
12,Grassland,32,Hypersaline Tidal Flat,54
12,Grassland,30,Mining,1260
12,Grassland,39,Soybean,1288169
12,Grassland,62,Cotton,5314
33,River Lake and Ocean,4,Savanna Formation,3874890
33,River Lake and Ocean,15,Pasture,2248783
33,River Lake and Ocean,0,No data,662
33,River Lake and Ocean,21,Mosaic of Uses,5971523
33,River Lake and Ocean,3,Forest Formation,1320961
33,River Lake and Ocean,12,Grassland,129102
33,River Lake and Ocean,29,Rocky Outcrop,7042
33,River Lake and Ocean,11,Wetland,832577
33,River Lake and Ocean,25,Other non Vegetated Areas,775329
33,River Lake and Ocean,9,Forest Plantation,5187
33,River Lake and Ocean,41,Other Temporary Crops,44372
33,River Lake and Ocean,24,Urban Area,47936
33,River Lake and Ocean,5,Mangrove,290240
33,River Lake and Ocean,48,Other Perennial Crops,58926
33,River Lake and Ocean,46,Coffee,1662
33,River Lake and Ocean,23,Beach and Sand,58435
33,River Lake and Ocean,49,Wooded Sandbank Vegetation,8739
33,River Lake and Ocean,50,Herbaceous Sandbank Vegetation,2643
33,River Lake and Ocean,20,Sugar Cane,947
33,River Lake and Ocean,32,Hypersaline Tidal Flat,69236
33,River Lake and Ocean,30,Mining,23625
33,River Lake and Ocean,39,Soybean,1148
33,River Lake and Ocean,31,Aquaculture,14512
33,River Lake and Ocean,62,Cotton,1
29,Rocky Outcrop,4,Savanna Formation,60477
29,Rocky Outcrop,15,Pasture,40354
29,Rocky Outcrop,0,No data,1963
29,Rocky Outcrop,21,Mosaic of Uses,64817
29,Rocky Outcrop,3,Forest Formation,20544
29,Rocky Outcrop,12,Grassland,17377
29,Rocky Outcrop,33,River Lake and Ocean,7100
29,Rocky Outcrop,11,Wetland,13468
29,Rocky Outcrop,25,Other non Vegetated Areas,13586
29,Rocky Outcrop,9,Forest Plantation,1923
