From_Class,From_Label,To_Class,To_Label,Count,Percent
3,Forest Formation,4,Savanna Formation,389534,0.58%
3,Forest Formation,5,Mangrove,21268,0.03%
3,Forest Formation,9,Forest Plantation,48104,0.07%
3,Forest Formation,11,Wetland,933,0.00%
3,Forest Formation,12,Grassland,559,0.00%
3,Forest Formation,15,Pasture,1243849,1.86%
3,Forest Formation,20,Sugar Cane,2269,0.00%
3,Forest Formation,21,Mosaic of Uses,859950,1.29%
3,Forest Formation,23,Beach and Sand,92,0.00%
3,Forest Formation,24,Urban Area,917,0.00%
3,Forest Formation,25,Other non Vegetated Areas,218,0.00%
3,Forest Formation,30,Mining,163,0.00%
3,Forest Formation,31,Aquaculture,209,0.00%
3,Forest Formation,32,Hypersaline Tidal Flat,368,0.00%
3,Forest Formation,33,River Lake and Ocean,31608,0.05%
3,Forest Formation,41,Other Temporary Crops,1247,0.00%
3,Forest Formation,49,Wooded Sandbank Vegetation,17,0.00%
4,Savanna Formation,3,Forest Formation,322342,0.48%
4,Savanna Formation,5,Mangrove,22,0.00%
4,Savanna Formation,9,Forest Plantation,4125,0.01%
4,Savanna Formation,11,Wetland,50,0.00%
4,Savanna Formation,12,Grassland,5853,0.01%
4,Savanna Formation,15,Pasture,8376603,12.56%
4,Savanna Formation,20,Sugar Cane,5751,0.01%
4,Savanna Formation,21,Mosaic of Uses,3400123,5.10%
4,Savanna Formation,24,Urban Area,2628,0.00%
4,Savanna Formation,25,Other non Vegetated Areas,8407,0.01%
4,Savanna Formation,30,Mining,545,0.00%
4,Savanna Formation,31,Aquaculture,30,0.00%
4,Savanna Formation,32,Hypersaline Tidal Flat,78,0.00%
4,Savanna Formation,33,River Lake and Ocean,150413,0.23%
4,Savanna Formation,41,Other Temporary Crops,11801,0.02%
4,Savanna Formation,48,Other Perennial Crops,621,0.00%
4,Savanna Formation,49,Wooded Sandbank Vegetation,1,0.00%
5,Mangrove,3,Forest Formation,23497,0.04%
5,Mangrove,4,Savanna Formation,29,0.00%
5,Mangrove,9,Forest Plantation,95,0.00%
5,Mangrove,11,Wetland,5252,0.01%
5,Mangrove,12,Grassland,9,0.00%
