From_Class,From_Label,To_Class,To_Label,Count
3,Forest Formation,21,Mosaic of Uses,5887665
3,Forest Formation,41,Other Temporary Crops,643350
3,Forest Formation,12,Grassland,153189
3,Forest Formation,15,Pasture,636793
3,Forest Formation,0,No data,104133
3,Forest Formation,39,Soybean,422806
3,Forest Formation,33,River Lake and Ocean,278286
3,Forest Formation,9,Forest Plantation,1797441
3,Forest Formation,49,Wooded Sandbank Vegetation,1706
3,Forest Formation,24,Urban Area,21673
3,Forest Formation,25,Other non Vegetated Areas,7296
3,Forest Formation,11,Wetland,9848
3,Forest Formation,40,Rice,11071
3,Forest Formation,23,Beach and Sand,1
3,Forest Formation,5,Mangrove,27
3,Forest Formation,29,Rocky Outcrop,84
3,Forest Formation,30,Mining,1307
3,Forest Formation,32,Hypersaline Tidal Flat,1
21,Mosaic of Uses,3,Forest Formation,5144575
21,Mosaic of Uses,41,Other Temporary Crops,5130520
21,Mosaic of Uses,12,Grassland,438941
21,Mosaic of Uses,15,Pasture,7017811
21,Mosaic of Uses,0,No data,97593
21,Mosaic of Uses,39,Soybean,1739804
21,Mosaic of Uses,33,River Lake and Ocean,394996
21,Mosaic of Uses,9,Forest Plantation,1638571
21,Mosaic of Uses,49,Wooded Sandbank Vegetation,137712
21,Mosaic of Uses,24,Urban Area,289482
21,Mosaic of Uses,25,Other non Vegetated Areas,92811
21,Mosaic of Uses,11,Wetland,24598
21,Mosaic of Uses,40,Rice,553888
21,Mosaic of Uses,23,Beach and Sand,1240
21,Mosaic of Uses,5,Mangrove,2501
21,Mosaic of Uses,29,Rocky Outcrop,351
21,Mosaic of Uses,30,Mining,3322
21,Mosaic of Uses,32,Hypersaline Tidal Flat,2531
21,Mosaic of Uses,31,Aquaculture,589
21,Mosaic of Uses,50,Herbaceous Sandbank Vegetation,24
41,Other Temporary Crops,3,Forest Formation,561531
41,Other Temporary Crops,21,Mosaic of Uses,3754070
41,Other Temporary Crops,12,Grassland,526697
41,Other Temporary Crops,15,Pasture,2226117
41,Other Temporary Crops,0,No data,5082
41,Other Temporary Crops,39,Soybean,13507730
41,Other Temporary Crops,33,River Lake and Ocean,94900
41,Other Temporary Crops,9,Forest Plantation,483717
41,Other Temporary Crops,49,Wooded Sandbank Vegetation,6907
41,Other Temporary Crops,24,Urban Area,90075
41,Other Temporary Crops,25,Other non Vegetated Areas,23060
41,Other Temporary Crops,11,Wetland,10245
41,Other Temporary Crops,40,Rice,1269750
41,Other Temporary Crops,23,Beach and Sand,13
41,Other Temporary Crops,5,Mangrove,14
41,Other Temporary Crops,30,Mining,292
