From_Class,From_Label,To_Class,To_Label,Count
15,Pasture,4,Savanna Formation,16281764
15,Pasture,3,Forest Formation,4480372
15,Pasture,21,Mosaic of Uses,102437875
15,Pasture,0,No data,3708
15,Pasture,12,Grassland,1639609
15,Pasture,41,Other Temporary Crops,10917282
15,Pasture,33,River Lake and Ocean,876233
15,Pasture,20,Sugar Cane,3689954
15,Pasture,11,Wetland,714632
15,Pasture,29,Rocky Outcrop,33381
15,Pasture,25,Other non Vegetated Areas,983395
15,Pasture,9,Forest Plantation,2473548
15,Pasture,24,Urban Area,1002658
15,Pasture,46,Coffee,2488896
15,Pasture,39,Soybean,6023373
15,Pasture,48,Other Perennial Crops,166372
15,Pasture,47,Citrus,149960
15,Pasture,49,Wooded Sandbank Vegetation,4160
15,Pasture,23,Beach and Sand,1831
15,Pasture,50,Herbaceous Sandbank Vegetation,16857
15,Pasture,30,Mining,32517
15,Pasture,5,Mangrove,10
15,Pasture,31,Aquaculture,1125
15,Pasture,32,Hypersaline Tidal Flat,4
15,Pasture,40,Rice,3769
15,Pasture,62,Cotton,343
4,Savanna Formation,15,Pasture,25780296
4,Savanna Formation,3,Forest Formation,6052551
4,Savanna Formation,21,Mosaic of Uses,14232567
4,Savanna Formation,0,No data,1301
4,Savanna Formation,12,Grassland,1646482
4,Savanna Formation,41,Other Temporary Crops,493188
4,Savanna Formation,33,River Lake and Ocean,366070
4,Savanna Formation,20,Sugar Cane,18255
4,Savanna Formation,11,Wetland,892880
4,Savanna Formation,29,Rocky Outcrop,20095
4,Savanna Formation,25,Other non Vegetated Areas,899851
4,Savanna Formation,9,Forest Plantation,1363808
4,Savanna Formation,24,Urban Area,118274
4,Savanna Formation,46,Coffee,41991
4,Savanna Formation,39,Soybean,223585
4,Savanna Formation,48,Other Perennial Crops,68371
4,Savanna Formation,47,Citrus,76037
4,Savanna Formation,30,Mining,16874
4,Savanna Formation,40,Rice,938
4,Savanna Formation,62,Cotton,7
3,Forest Formation,15,Pasture,8871852
3,Forest Formation,4,Savanna Formation,4677217
3,Forest Formation,21,Mosaic of Uses,19913159
3,Forest Formation,0,No data,12436
3,Forest Formation,12,Grassland,84191
3,Forest Formation,41,Other Temporary Crops,152036
3,Forest Formation,33,River Lake and Ocean,657660
3,Forest Formation,20,Sugar Cane,156530
3,Forest Formation,11,Wetland,915811
3,Forest Formation,29,Rocky Outcrop,12923
3,Forest Formation,25,Other non Vegetated Areas,140290
3,Forest Formation,9,Forest Plantation,2287346
3,Forest Formation,24,Urban Area,37848
3,Forest Formation,46,Coffee,428329
3,Forest Formation,39,Soybean,73875
3,Forest Formation,48,Other Perennial Crops,69753
3,Forest Formation,47,Citrus,108415
3,Forest Formation,49,Wooded Sandbank Vegetation,461
3,Forest Formation,23,Beach and Sand,1
3,Forest Formation,30,Mining,32637
3,Forest Formation,5,Mangrove,1150
3,Forest Formation,31,Aquaculture,46
3,Forest Formation,32,Hypersaline Tidal Flat,82
3,Forest Formation,40,Rice,46
21,Mosaic of Uses,15,Pasture,87267642
21,Mosaic of Uses,4,Savanna Formation,11318940
21,Mosaic of Uses,3,Forest Formation,20376730
21,Mosaic of Uses,0,No data,14468
21,Mosaic of Uses,12,Grassland,890172
21,Mosaic of Uses,41,Other Temporary Crops,9314939
21,Mosaic of Uses,33,River Lake and Ocean,1635090
