From_Class,From_Label,To_Class,To_Label,Count
4,Savanna Formation,21,Mosaic of Uses,5720674
4,Savanna Formation,0,No data,296
4,Savanna Formation,15,Pasture,2524444
4,Savanna Formation,33,River Lake and Ocean,351150
4,Savanna Formation,3,Forest Formation,36740
4,Savanna Formation,12,Grassland,165825
4,Savanna Formation,20,Sugar Cane,910
4,Savanna Formation,23,Beach and Sand,7928
4,Savanna Formation,25,Other non Vegetated Areas,39626
4,Savanna Formation,41,Other Temporary Crops,272129
4,Savanna Formation,31,Aquaculture,2862
4,Savanna Formation,24,Urban Area,3229
4,Savanna Formation,5,Mangrove,1809
4,Savanna Formation,50,Herbaceous Sandbank Vegetation,1418
4,Savanna Formation,48,Other Perennial Crops,66833
4,Savanna Formation,11,Wetland,15
4,Savanna Formation,32,Hypersaline Tidal Flat,394
4,Savanna Formation,29,Rocky Outcrop,266
4,Savanna Formation,49,Wooded Sandbank Vegetation,40
4,Savanna Formation,30,Mining,631
4,Savanna Formation,9,Forest Plantation,108
21,Mosaic of Uses,4,Savanna Formation,3959810
21,Mosaic of Uses,0,No data,119
21,Mosaic of Uses,15,Pasture,13060651
21,Mosaic of Uses,33,River Lake and Ocean,385663
21,Mosaic of Uses,3,Forest Formation,133454
21,Mosaic of Uses,12,Grassland,238680
21,Mosaic of Uses,20,Sugar Cane,21571
21,Mosaic of Uses,23,Beach and Sand,59428
21,Mosaic of Uses,25,Other non Vegetated Areas,112141
21,Mosaic of Uses,41,Other Temporary Crops,683937
21,Mosaic of Uses,31,Aquaculture,4289
21,Mosaic of Uses,24,Urban Area,83082
21,Mosaic of Uses,5,Mangrove,1243
21,Mosaic of Uses,50,Herbaceous Sandbank Vegetation,20394
21,Mosaic of Uses,48,Other Perennial Crops,59378
21,Mosaic of Uses,11,Wetland,4049
21,Mosaic of Uses,32,Hypersaline Tidal Flat,818
21,Mosaic of Uses,29,Rocky Outcrop,320
21,Mosaic of Uses,49,Wooded Sandbank Vegetation,3964
21,Mosaic of Uses,30,Mining,225
21,Mosaic of Uses,9,Forest Plantation,18
0,No data,4,Savanna Formation,438
0,No data,21,Mosaic of Uses,357
0,No data,15,Pasture,801
0,No data,33,River Lake and Ocean,83
0,No data,3,Forest Formation,21
0,No data,20,Sugar Cane,3
0,No data,23,Beach and Sand,125
0,No data,25,Other non Vegetated Areas,4
0,No data,41,Other Temporary Crops,52
0,No data,31,Aquaculture,1
0,No data,50,Herbaceous Sandbank Vegetation,26
0,No data,11,Wetland,56
15,Pasture,4,Savanna Formation,1859666
15,Pasture,21,Mosaic of Uses,7238397
15,Pasture,0,No data,499
15,Pasture,33,River Lake and Ocean,296385
15,Pasture,3,Forest Formation,8096
15,Pasture,12,Grassland,292812
15,Pasture,20,Sugar Cane,497
15,Pasture,23,Beach and Sand,35467
15,Pasture,25,Other non Vegetated Areas,100568
15,Pasture,41,Other Temporary Crops,1094694
15,Pasture,31,Aquaculture,7503
15,Pasture,24,Urban Area,67741
15,Pasture,5,Mangrove,2
15,Pasture,50,Herbaceous Sandbank Vegetation,2475
15,Pasture,48,Other Perennial Crops,128968
15,Pasture,11,Wetland,1
15,Pasture,32,Hypersaline Tidal Flat,345
15,Pasture,29,Rocky Outcrop,245
15,Pasture,30,Mining,609
33,River Lake and Ocean,4,Savanna Formation,371437
33,River Lake and Ocean,21,Mosaic of Uses,406453
33,River Lake and Ocean,0,No data,81
33,River Lake and Ocean,15,Pasture,309674
33,River Lake and Ocean,3,Forest Formation,14448
33,River Lake and Ocean,12,Grassland,33893
33,River Lake and Ocean,20,Sugar Cane,346
33,River Lake and Ocean,23,Beach and Sand,36007
33,River Lake and Ocean,25,Other non Vegetated Areas,51910
33,River Lake and Ocean,41,Other Temporary Crops,6710
33,River Lake and Ocean,31,Aquaculture,42655
33,River Lake and Ocean,24,Urban Area,2393
33,River Lake and Ocean,5,Mangrove,18026
33,River Lake and Ocean,50,Herbaceous Sandbank Vegetation,10106
33,River Lake and Ocean,48,Other Perennial Crops,295
33,River Lake and Ocean,11,Wetland,3077
33,River Lake and Ocean,32,Hypersaline Tidal Flat,13945
33,River Lake and Ocean,29,Rocky Outcrop,21
33,River Lake and Ocean,49,Wooded Sandbank Vegetation,96
33,River Lake and Ocean,30,Mining,54
3,Forest Formation,4,Savanna Formation,25906
3,Forest Formation,21,Mosaic of Uses,107788
3,Forest Formation,0,No data,13
3,Forest Formation,15,Pasture,5756
3,Forest Formation,33,River Lake and Ocean,13013
3,Forest Formation,12,Grassland,35
3,Forest Formation,20,Sugar Cane,305
3,Forest Formation,23,Beach and Sand,360
