From_Class,From_Label,To_Class,To_Label,Count
15,Pasture,21,Mosaic of Uses,5623332
15,Pasture,3,Forest Formation,210142
15,Pasture,41,Other Temporary Crops,576745
15,Pasture,9,Forest Plantation,160498
15,Pasture,39,Soybean,1064018
15,Pasture,20,Sugar Cane,11792
15,Pasture,11,Wetland,70009
15,Pasture,46,Coffee,35936
15,Pasture,12,Grassland,50215
15,Pasture,33,River Lake and Ocean,4153
15,Pasture,24,Urban Area,12205
15,Pasture,29,Rocky Outcrop,1193
15,Pasture,25,Other non Vegetated Areas,1662
15,Pasture,48,Other Perennial Crops,1683
15,Pasture,4,Savanna Formation,4955
15,Pasture,0,No data,321
21,Mosaic of Uses,15,Pasture,4725911
21,Mosaic of Uses,3,Forest Formation,1262892
21,Mosaic of Uses,41,Other Temporary Crops,1234595
21,Mosaic of Uses,9,Forest Plantation,498294
21,Mosaic of Uses,39,Soybean,1400005
21,Mosaic of Uses,20,Sugar Cane,578385
21,Mosaic of Uses,11,Wetland,17564
21,Mosaic of Uses,46,Coffee,94440
21,Mosaic of Uses,12,Grassland,7311
21,Mosaic of Uses,33,River Lake and Ocean,83240
21,Mosaic of Uses,24,Urban Area,78472
21,Mosaic of Uses,29,Rocky Outcrop,202
21,Mosaic of Uses,25,Other non Vegetated Areas,18996
21,Mosaic of Uses,48,Other Perennial Crops,3386
21,Mosaic of Uses,4,Savanna Formation,1917
21,Mosaic of Uses,0,No data,1991
3,Forest Formation,15,Pasture,278161
3,Forest Formation,21,Mosaic of Uses,1261246
3,Forest Formation,41,Other Temporary Crops,53979
3,Forest Formation,9,Forest Plantation,416552
3,Forest Formation,39,Soybean,79585
3,Forest Formation,20,Sugar Cane,3198
3,Forest Formation,11,Wetland,49233
3,Forest Formation,46,Coffee,21420
3,Forest Formation,12,Grassland,32946
3,Forest Formation,33,River Lake and Ocean,30168
3,Forest Formation,24,Urban Area,663
3,Forest Formation,29,Rocky Outcrop,795
3,Forest Formation,25,Other non Vegetated Areas,799
3,Forest Formation,48,Other Perennial Crops,850
3,Forest Formation,4,Savanna Formation,3831
3,Forest Formation,0,No data,2423
41,Other Temporary Crops,15,Pasture,644044
41,Other Temporary Crops,21,Mosaic of Uses,900872
41,Other Temporary Crops,3,Forest Formation,57885
41,Other Temporary Crops,9,Forest Plantation,296372
41,Other Temporary Crops,39,Soybean,7205651
41,Other Temporary Crops,20,Sugar Cane,952705
41,Other Temporary Crops,11,Wetland,10902
41,Other Temporary Crops,46,Coffee,69755
41,Other Temporary Crops,12,Grassland,10552
41,Other Temporary Crops,33,River Lake and Ocean,13362
41,Other Temporary Crops,24,Urban Area,17477
41,Other Temporary Crops,29,Rocky Outcrop,104
41,Other Temporary Crops,25,Other non Vegetated Areas,3023
41,Other Temporary Crops,48,Other Perennial Crops,300
41,Other Temporary Crops,4,Savanna Formation,336
41,Other Temporary Crops,0,No data,30
9,Forest Plantation,15,Pasture,19230
9,Forest Plantation,21,Mosaic of Uses,96985
9,Forest Plantation,3,Forest Formation,211220
9,Forest Plantation,41,Other Temporary Crops,25213
9,Forest Plantation,39,Soybean,22800
9,Forest Plantation,20,Sugar Cane,230
