From_Class,From_Label,To_Class,To_Label,Count
15,Pasture,21,Mosaic of Uses,18065151
15,Pasture,4,Savanna Formation,7446445
15,Pasture,0,No data,1139
15,Pasture,20,Sugar Cane,650190
15,Pasture,3,Forest Formation,612369
15,Pasture,33,River Lake and Ocean,183816
15,Pasture,11,Wetland,13457
15,Pasture,24,Urban Area,257366
15,Pasture,25,Other non Vegetated Areas,288501
15,Pasture,12,Grassland,93597
15,Pasture,49,Wooded Sandbank Vegetation,11395
15,Pasture,5,Mangrove,58
15,Pasture,23,Beach and Sand,44719
15,Pasture,48,Other Perennial Crops,16213
15,Pasture,41,Other Temporary Crops,1446787
15,Pasture,32,Hypersaline Tidal Flat,83
15,Pasture,31,Aquaculture,3713
15,Pasture,9,Forest Plantation,3457
15,Pasture,30,Mining,784
21,Mosaic of Uses,15,Pasture,28843689
21,Mosaic of Uses,4,Savanna Formation,3775914
21,Mosaic of Uses,0,No data,1916
21,Mosaic of Uses,20,Sugar Cane,1410872
21,Mosaic of Uses,3,Forest Formation,1533907
21,Mosaic of Uses,33,River Lake and Ocean,477697
21,Mosaic of Uses,11,Wetland,24391
21,Mosaic of Uses,24,Urban Area,195811
21,Mosaic of Uses,25,Other non Vegetated Areas,142652
21,Mosaic of Uses,12,Grassland,122644
21,Mosaic of Uses,49,Wooded Sandbank Vegetation,58485
21,Mosaic of Uses,5,Mangrove,3368
21,Mosaic of Uses,23,Beach and Sand,16927
21,Mosaic of Uses,48,Other Perennial Crops,3128
21,Mosaic of Uses,41,Other Temporary Crops,23849
21,Mosaic of Uses,32,Hypersaline Tidal Flat,692
21,Mosaic of Uses,31,Aquaculture,1574
21,Mosaic of Uses,9,Forest Plantation,6047
21,Mosaic of Uses,30,Mining,1036
4,Savanna Formation,15,Pasture,10183486
4,Savanna Formation,21,Mosaic of Uses,4664164
4,Savanna Formation,0,No data,882
4,Savanna Formation,20,Sugar Cane,18962
4,Savanna Formation,3,Forest Formation,455770
4,Savanna Formation,33,River Lake and Ocean,172474
4,Savanna Formation,11,Wetland,59
4,Savanna Formation,24,Urban Area,7360
4,Savanna Formation,25,Other non Vegetated Areas,12951
4,Savanna Formation,12,Grassland,58263
4,Savanna Formation,49,Wooded Sandbank Vegetation,1
4,Savanna Formation,48,Other Perennial Crops,21089
4,Savanna Formation,41,Other Temporary Crops,9395
4,Savanna Formation,31,Aquaculture,14
4,Savanna Formation,9,Forest Plantation,627
4,Savanna Formation,30,Mining,437
0,No data,15,Pasture,2839
