From_Class,From_Label,To_Class,To_Label,Count,Percent
15,Pasture,3,Forest Formation,83910.0,0.93%
15,Pasture,21,Mosaic of Uses,3713714.0,41.28%
15,Pasture,0,No data,289.0,0.00%
15,Pasture,9,Forest Plantation,171773.0,1.91%
15,Pasture,46,Coffee,159323.0,1.77%
15,Pasture,33,River Lake and Ocean,31913.0,0.35%
15,Pasture,24,Urban Area,24325.0,0.27%
15,Pasture,29,Rocky Outcrop,3322.0,0.04%
15,Pasture,11,Wetland,1237.0,0.01%
15,Pasture,49,Wooded Sandbank Vegetation,417.0,0.00%
15,Pasture,41,Other Temporary Crops,33160.0,0.37%
15,Pasture,5,Mangrove,3.0,0.00%
15,Pasture,25,Other non Vegetated Areas,24629.0,0.27%
15,Pasture,48,Other Perennial Crops,31121.0,0.35%
15,Pasture,20,Sugar Cane,53625.0,0.60%
15,Pasture,23,Beach and Sand,41.0,0.00%
15,Pasture,4,Savanna Formation,72.0,0.00%
15,Pasture,50,Herbaceous Sandbank Vegetation,219.0,0.00%
15,Pasture,31,Aquaculture,2.0,0.00%
3,Forest Formation,15,Pasture,96453.0,1.07%
3,Forest Formation,21,Mosaic of Uses,556721.0,6.19%
3,Forest Formation,0,No data,518.0,0.01%
3,Forest Formation,9,Forest Plantation,19363.0,0.22%
3,Forest Formation,46,Coffee,17427.0,0.19%
3,Forest Formation,33,River Lake and Ocean,15898.0,0.18%
3,Forest Formation,24,Urban Area,779.0,0.01%
3,Forest Formation,29,Rocky Outcrop,285.0,0.00%
3,Forest Formation,11,Wetland,150.0,0.00%
3,Forest Formation,49,Wooded Sandbank Vegetation,174.0,0.00%
3,Forest Formation,41,Other Temporary Crops,1071.0,0.01%
3,Forest Formation,5,Mangrove,769.0,0.01%
3,Forest Formation,25,Other non Vegetated Areas,1896.0,0.02%
3,Forest Formation,48,Other Perennial Crops,2180.0,0.02%
3,Forest Formation,20,Sugar Cane,1.0,0.00%
3,Forest Formation,32,Hypersaline Tidal Flat,39.0,0.00%
3,Forest Formation,4,Savanna Formation,2.0,0.00%
21,Mosaic of Uses,15,Pasture,2045709.0,22.74%
